Date,State,DailyCases,Deaths,Recovered,Vaccinated,Population,Vax_pct
2021-04-17,Maharashtra,23129,558,19062,2843825,33415579,8.51
2021-04-18,Maharashtra,23932,578,19724,2887083,33415579,8.64
2021-04-19,Maharashtra,23505,568,19372,2918638,33415579,8.73
2021-04-20,Maharashtra,23449,566,19326,2922967,33415579,8.75
2021-04-21,Maharashtra,23623,570,19469,2927099,33415579,8.76
2021-04-22,Maharashtra,24360,588,20077,2972005,33415579,8.89
2021-04-23,Maharashtra,23638,571,19482,2985764,33415579,8.94
2021-04-24,Maharashtra,23816,575,19628,3009065,33415579,9.0
2021-04-25,Maharashtra,24970,603,20579,3047085,33415579,9.12
2021-04-26,Maharashtra,24429,590,20134,3085517,33415579,9.23
2021-04-27,Maharashtra,23962,579,19749,3086870,33415579,9.24
2021-04-28,Maharashtra,23881,577,19682,3117657,33415579,9.33
2021-04-29,Maharashtra,23715,573,19545,3163314,33415579,9.47
2021-04-30,Maharashtra,24245,585,19982,3180807,33415579,9.52
2021-05-01,Maharashtra,24423,590,20129,3207942,33415579,9.6
2021-05-02,Maharashtra,24637,595,20305,3221181,33415579,9.64
2021-05-03,Maharashtra,23578,569,19432,3257241,33415579,9.75
2021-05-04,Maharashtra,23703,572,19535,3263147,33415579,9.77
2021-05-05,Maharashtra,24007,580,19786,3289118,33415579,9.84
2021-05-06,Maharashtra,24811,599,20448,3309750,33415579,9.9
2021-05-07,Maharashtra,24161,583,19913,3341808,33415579,10.0
2021-05-08,Maharashtra,23918,578,19712,3366513,33415579,10.07
2021-05-09,Maharashtra,23338,564,19234,3415596,33415579,10.22
2021-05-10,Maharashtra,22959,554,18922,3464751,33415579,10.37
2021-05-11,Maharashtra,23486,567,19356,3478958,33415579,10.41
2021-05-12,Maharashtra,23315,563,19215,3480822,33415579,10.42
2021-05-13,Maharashtra,23124,558,19058,3505457,33415579,10.49
2021-05-14,Maharashtra,22942,554,18908,3534964,33415579,10.58
2021-05-15,Maharashtra,22673,547,18686,3572548,33415579,10.69
2021-05-16,Maharashtra,22438,542,18493,3598797,33415579,10.77
2021-05-17,Maharashtra,22973,555,18934,3628117,33415579,10.86
2021-05-18,Maharashtra,22106,534,18219,3629261,33415579,10.86
2021-05-19,Maharashtra,22098,534,18212,3667392,33415579,10.98
2021-05-20,Maharashtra,21971,531,18108,3683879,33415579,11.02
2021-05-21,Maharashtra,21988,531,18122,3703099,33415579,11.08
2021-05-22,Maharashtra,21308,515,17561,3724245,33415579,11.15
2021-05-23,Maharashtra,21638,522,17833,3727825,33415579,11.16
2021-05-24,Maharashtra,20945,506,17262,3752538,33415579,11.23
2021-05-25,Maharashtra,20839,503,17175,3771597,33415579,11.29
2021-05-26,Maharashtra,21143,511,17425,3783269,33415579,11.32
2021-05-27,Maharashtra,20117,486,16580,3795562,33415579,11.36
2021-05-28,Maharashtra,20377,492,16794,3797267,33415579,11.36
2021-05-29,Maharashtra,20210,488,16656,3841651,33415579,11.5
2021-05-30,Maharashtra,19745,477,16273,3856343,33415579,11.54
2021-05-31,Maharashtra,19357,467,15953,3900071,33415579,11.67
2021-06-01,Maharashtra,19766,477,16290,3941889,33415579,11.8
2021-06-02,Maharashtra,18857,455,15541,3964761,33415579,11.87
2021-06-03,Maharashtra,18652,450,15372,4005153,33415579,11.99
2021-06-04,Maharashtra,18217,440,15014,4015719,33415579,12.02
2021-06-05,Maharashtra,18088,437,14908,4024756,33415579,12.04
2021-06-06,Maharashtra,18055,436,14880,4069707,33415579,12.18
2021-06-07,Maharashtra,17404,420,14344,4102022,33415579,12.28
2021-06-08,Maharashtra,16574,400,13660,4136480,33415579,12.38
2021-06-09,Maharashtra,17078,412,14075,4182662,33415579,12.52
2021-06-10,Maharashtra,16318,394,13449,4183359,33415579,12.52
2021-06-11,Maharashtra,16580,400,13665,4191964,33415579,12.54
2021-06-12,Maharashtra,16073,388,13247,4240047,33415579,12.69
2021-06-13,Maharashtra,16072,388,13246,4246480,33415579,12.71
2021-06-14,Maharashtra,15221,368,12545,4268906,33415579,12.78
2021-06-15,Maharashtra,15061,364,12413,4270013,33415579,12.78
2021-06-16,Maharashtra,14836,358,12227,4286301,33415579,12.83
2021-06-17,Maharashtra,14211,343,11712,4294921,33415579,12.85
2021-06-18,Maharashtra,14707,355,12121,4307710,33415579,12.89
2021-06-19,Maharashtra,13605,329,11213,4348407,33415579,13.01
2021-06-20,Maharashtra,14143,342,11656,4362195,33415579,13.05
2021-06-21,Maharashtra,13663,330,11261,4402894,33415579,13.18
2021-06-22,Maharashtra,13200,319,10879,4447637,33415579,13.31
2021-06-23,Maharashtra,13089,316,10788,4474659,33415579,13.39
2021-06-24,Maharashtra,12808,309,10556,4501587,33415579,13.47
2021-06-25,Maharashtra,12322,298,10155,4518265,33415579,13.52
2021-06-26,Maharashtra,12264,296,10108,4551599,33415579,13.62
2021-06-27,Maharashtra,12128,293,9995,4591938,33415579,13.74
2021-06-28,Maharashtra,11363,274,9365,4635096,33415579,13.87
2021-06-29,Maharashtra,11489,277,9469,4644846,33415579,13.9
2021-06-30,Maharashtra,10340,250,8522,4679155,33415579,14.0
2021-07-01,Maharashtra,10294,249,8484,4686147,33415579,14.02
2021-07-02,Maharashtra,10791,261,8894,4710659,33415579,14.1
2021-07-03,Maharashtra,10247,247,8445,4715119,33415579,14.11
2021-07-04,Maharashtra,9871,238,8135,4742619,33415579,14.19
2021-07-05,Maharashtra,9868,238,8133,4785185,33415579,14.32
2021-07-06,Maharashtra,9526,230,7851,4826035,33415579,14.44
2021-07-07,Maharashtra,9112,220,7510,4861777,33415579,14.55
2021-07-08,Maharashtra,8685,210,7158,4890653,33415579,14.64
2021-07-09,Maharashtra,8357,202,6888,4921882,33415579,14.73
2021-07-10,Maharashtra,8943,216,7371,4926873,33415579,14.74
2021-07-11,Maharashtra,8372,202,6900,4963246,33415579,14.85
2021-07-12,Maharashtra,8571,207,7064,4997321,33415579,14.96
2021-07-13,Maharashtra,7935,192,6540,5004494,33415579,14.98
2021-07-14,Maharashtra,7960,192,6560,5036112,33415579,15.07
2021-07-15,Maharashtra,7607,184,6269,5055351,33415579,15.13
2021-07-16,Maharashtra,7454,180,6143,5080813,33415579,15.2
2021-07-17,Maharashtra,7267,175,5989,5121518,33415579,15.33
2021-07-18,Maharashtra,6908,167,5693,5137623,33415579,15.37
2021-07-19,Maharashtra,6479,156,5340,5183461,33415579,15.51
2021-07-20,Maharashtra,6888,166,5677,5204303,33415579,15.57
2021-07-21,Maharashtra,6950,168,5728,5229957,33415579,15.65
2021-07-22,Maharashtra,6786,164,5593,5231400,33415579,15.66
2021-07-23,Maharashtra,5943,144,4898,5237503,33415579,15.67
2021-07-24,Maharashtra,5713,138,4708,5251588,33415579,15.72
2021-07-25,Maharashtra,5595,135,4611,5300513,33415579,15.86
2021-07-26,Maharashtra,5539,134,4565,5313507,33415579,15.9
2021-07-27,Maharashtra,5411,131,4460,5333258,33415579,15.96
2021-07-28,Maharashtra,4966,120,4093,5375958,33415579,16.09
2021-07-29,Maharashtra,4663,113,3843,5391907,33415579,16.14
2021-07-30,Maharashtra,4967,120,4094,5432552,33415579,16.26
2021-07-31,Maharashtra,3741,90,3083,5438551,33415579,16.28
2021-08-01,Maharashtra,4622,112,3809,5445209,33415579,16.3
2021-08-02,Maharashtra,4224,102,3481,5445840,33415579,16.3
2021-08-03,Maharashtra,4600,111,3791,5452083,33415579,16.32
2021-08-04,Maharashtra,4542,110,3743,5482266,33415579,16.41
2021-08-05,Maharashtra,4414,107,3638,5486805,33415579,16.42
2021-08-06,Maharashtra,3857,93,3179,5517426,33415579,16.51
2021-08-07,Maharashtra,3491,84,2877,5547381,33415579,16.6
2021-08-08,Maharashtra,3462,84,2853,5559093,33415579,16.64
2021-08-09,Maharashtra,3670,89,3025,5560951,33415579,16.64
2021-08-10,Maharashtra,2971,72,2449,5569050,33415579,16.67
2021-08-11,Maharashtra,3766,91,3104,5576205,33415579,16.69
2021-08-12,Maharashtra,3136,76,2585,5602605,33415579,16.77
2021-08-13,Maharashtra,3274,79,2698,5649153,33415579,16.91
2021-08-14,Maharashtra,2482,60,2046,5670923,33415579,16.97
2021-08-15,Maharashtra,2634,64,2171,5702610,33415579,17.07
2021-08-16,Maharashtra,2238,54,1844,5717792,33415579,17.11
2021-08-17,Maharashtra,3017,73,2487,5722380,33415579,17.12
2021-08-18,Maharashtra,2566,62,2115,5733291,33415579,17.16
2021-08-19,Maharashtra,2692,65,2219,5757252,33415579,17.23
2021-08-20,Maharashtra,2448,59,2018,5800217,33415579,17.36
2021-08-21,Maharashtra,2481,60,2045,5812644,33415579,17.4
2021-08-22,Maharashtra,2153,52,1774,5861835,33415579,17.54
2021-08-23,Maharashtra,2110,51,1739,5893776,33415579,17.64
2021-08-24,Maharashtra,2062,50,1699,5911555,33415579,17.69
2021-08-25,Maharashtra,2132,51,1757,5942674,33415579,17.78
2021-08-26,Maharashtra,2064,50,1701,5977580,33415579,17.89
2021-08-27,Maharashtra,2703,65,2228,6011875,33415579,17.99
2021-08-28,Maharashtra,2293,55,1890,6055152,33415579,18.12
2021-08-29,Maharashtra,1185,29,977,6088248,33415579,18.22
2021-08-30,Maharashtra,1608,39,1325,6089594,33415579,18.22
2021-08-31,Maharashtra,1464,35,1207,6108457,33415579,18.28
2021-09-01,Maharashtra,1906,46,1571,6153860,33415579,18.42
2021-09-02,Maharashtra,1366,33,1126,6164214,33415579,18.45
2021-09-03,Maharashtra,1541,37,1270,6189171,33415579,18.52
2021-09-04,Maharashtra,643,16,530,6214182,33415579,18.6
2021-09-05,Maharashtra,835,20,688,6242019,33415579,18.68
2021-09-06,Maharashtra,1863,45,1535,6285467,33415579,18.81
2021-09-07,Maharashtra,1199,29,988,6312460,33415579,18.89
2021-09-08,Maharashtra,834,20,687,6312485,33415579,18.89
2021-09-09,Maharashtra,1158,28,954,6324631,33415579,18.93
2021-09-10,Maharashtra,723,17,596,6356182,33415579,19.02
2021-09-11,Maharashtra,909,22,749,6395294,33415579,19.14
2021-09-12,Maharashtra,515,12,424,6427629,33415579,19.24
2021-09-13,Maharashtra,672,16,554,6464245,33415579,19.35
2021-09-14,Maharashtra,744,18,613,6476282,33415579,19.38
2021-09-15,Maharashtra,1166,28,961,6481071,33415579,19.4
2021-09-16,Maharashtra,932,23,768,6528494,33415579,19.54
2021-09-17,Maharashtra,948,23,781,6556633,33415579,19.62
2021-09-18,Maharashtra,715,17,589,6593556,33415579,19.73
2021-09-19,Maharashtra,936,23,771,6641407,33415579,19.88
2021-09-20,Maharashtra,395,10,326,6650533,33415579,19.9
2021-09-21,Maharashtra,407,10,335,6694090,33415579,20.03
2021-09-22,Maharashtra,719,17,593,6712404,33415579,20.09
2021-09-23,Maharashtra,485,12,400,6743699,33415579,20.18
2021-09-24,Maharashtra,538,13,443,6763032,33415579,20.24
2021-09-25,Maharashtra,466,11,384,6772966,33415579,20.27
2021-09-26,Maharashtra,867,21,715,6816938,33415579,20.4
2021-09-27,Maharashtra,858,21,707,6834299,33415579,20.45
2021-09-28,Maharashtra,256,6,211,6835538,33415579,20.46
2021-09-29,Maharashtra,0,0,0,6843055,33415579,20.48
2021-09-30,Maharashtra,187,5,154,6891129,33415579,20.62
2021-10-01,Maharashtra,112,3,92,6932225,33415579,20.75
2021-10-02,Maharashtra,611,15,504,6965453,33415579,20.84
2021-10-03,Maharashtra,619,15,510,7004386,33415579,20.96
2021-10-04,Maharashtra,16,0,13,7036818,33415579,21.06
2021-10-05,Maharashtra,82,2,68,7082335,33415579,21.19
2021-10-06,Maharashtra,0,0,0,7087317,33415579,21.21
2021-10-07,Maharashtra,318,8,262,7090486,33415579,21.22
2021-10-08,Maharashtra,249,6,205,7125229,33415579,21.32
2021-10-09,Maharashtra,486,12,401,7173464,33415579,21.47
2021-10-10,Maharashtra,385,9,317,7202530,33415579,21.55
2021-10-11,Maharashtra,406,10,335,7250851,33415579,21.7
2021-10-12,Maharashtra,0,0,0,7270896,33415579,21.76
2021-10-13,Maharashtra,11,0,9,7304616,33415579,21.86
2021-10-14,Maharashtra,473,11,390,7330069,33415579,21.94
2021-10-15,Maharashtra,16,0,13,7374156,33415579,22.07
2021-10-16,Maharashtra,0,0,0,7406518,33415579,22.16
2021-10-17,Maharashtra,401,10,330,7428439,33415579,22.23
2021-10-18,Maharashtra,0,0,0,7440672,33415579,22.27
2021-10-19,Maharashtra,460,11,379,7456342,33415579,22.31
2021-10-20,Maharashtra,128,3,105,7460080,33415579,22.33
2021-10-21,Maharashtra,42,1,35,7467798,33415579,22.35
2021-10-22,Maharashtra,527,13,434,7493242,33415579,22.42
2021-10-23,Maharashtra,0,0,0,7494820,33415579,22.43
2021-10-24,Maharashtra,535,13,441,7518386,33415579,22.5
2021-10-25,Maharashtra,0,0,0,7520485,33415579,22.51
2021-10-26,Maharashtra,141,3,116,7528584,33415579,22.53
2021-10-27,Maharashtra,139,3,115,7563162,33415579,22.63
2021-10-28,Maharashtra,0,0,0,7564603,33415579,22.64
2021-10-29,Maharashtra,0,0,0,7581431,33415579,22.69
2021-10-30,Maharashtra,0,0,0,7590951,33415579,22.72
2021-10-31,Maharashtra,0,0,0,7593654,33415579,22.72
2021-11-01,Maharashtra,652,16,537,7604064,33415579,22.76
2021-11-02,Maharashtra,0,0,0,7609674,33415579,22.77
2021-11-03,Maharashtra,404,10,333,7613701,33415579,22.78
2021-11-04,Maharashtra,361,9,298,7646965,33415579,22.88
2021-11-05,Maharashtra,158,4,130,7653211,33415579,22.9
2021-11-06,Maharashtra,5,0,4,7700145,33415579,23.04
2021-11-07,Maharashtra,101,2,83,7724476,33415579,23.12
2021-11-08,Maharashtra,212,5,175,7744874,33415579,23.18
2021-11-09,Maharashtra,68,2,56,7788663,33415579,23.31
2021-11-10,Maharashtra,0,0,0,7827545,33415579,23.42
2021-11-11,Maharashtra,0,0,0,7848567,33415579,23.49
2021-11-12,Maharashtra,484,12,399,7897246,33415579,23.63
2021-11-13,Maharashtra,0,0,0,7923780,33415579,23.71
2021-11-14,Maharashtra,86,2,71,7959194,33415579,23.82
2021-11-15,Maharashtra,0,0,0,8007676,33415579,23.96
2021-11-16,Maharashtra,72,2,59,8043826,33415579,24.07
2021-11-17,Maharashtra,0,0,0,8073371,33415579,24.16
2021-11-18,Maharashtra,126,3,104,8104166,33415579,24.25
2021-11-19,Maharashtra,81,2,67,8136870,33415579,24.35
2021-11-20,Maharashtra,846,20,697,8185753,33415579,24.5
2021-11-21,Maharashtra,55,1,45,8220807,33415579,24.6
2021-11-22,Maharashtra,420,10,346,8235797,33415579,24.65
2021-11-23,Maharashtra,0,0,0,8236896,33415579,24.65
2021-11-24,Maharashtra,319,8,263,8276045,33415579,24.77
2021-11-25,Maharashtra,80,2,66,8300452,33415579,24.84
2021-11-26,Maharashtra,92,2,76,8321205,33415579,24.9
2021-11-27,Maharashtra,96,2,79,8367961,33415579,25.04
2021-11-28,Maharashtra,522,13,430,8375731,33415579,25.07
2021-11-29,Maharashtra,86,2,71,8377607,33415579,25.07
2021-11-30,Maharashtra,0,0,0,8414575,33415579,25.18
2021-12-01,Maharashtra,0,0,0,8460783,33415579,25.32
2021-12-02,Maharashtra,252,6,208,8502253,33415579,25.44
2021-12-03,Maharashtra,141,3,116,8545805,33415579,25.57
2021-12-04,Maharashtra,0,0,0,8588984,33415579,25.7
2021-12-05,Maharashtra,160,4,132,8623262,33415579,25.81
2021-12-06,Maharashtra,0,0,0,8669355,33415579,25.94
2021-12-07,Maharashtra,136,3,112,8686418,33415579,26.0
2021-12-08,Maharashtra,0,0,0,8723663,33415579,26.11
2021-12-09,Maharashtra,0,0,0,8728267,33415579,26.12
2021-12-10,Maharashtra,0,0,0,8754647,33415579,26.2
2021-12-11,Maharashtra,459,11,378,8769179,33415579,26.24
2021-12-12,Maharashtra,124,3,102,8816113,33415579,26.38
2021-12-13,Maharashtra,381,9,314,8837920,33415579,26.45
2021-12-14,Maharashtra,871,21,718,8848398,33415579,26.48
2021-12-15,Maharashtra,17,0,14,8876865,33415579,26.57
2021-12-16,Maharashtra,453,11,373,8880730,33415579,26.58
2021-12-17,Maharashtra,0,0,0,8887069,33415579,26.6
2021-12-18,Maharashtra,379,9,312,8908650,33415579,26.66
2021-12-19,Maharashtra,0,0,0,8940194,33415579,26.75
2021-12-20,Maharashtra,0,0,0,8969304,33415579,26.84
2021-12-21,Maharashtra,163,4,134,8972074,33415579,26.85
2021-12-22,Maharashtra,210,5,173,9006073,33415579,26.95
2021-12-23,Maharashtra,0,0,0,9008956,33415579,26.96
2021-12-24,Maharashtra,0,0,0,9049727,33415579,27.08
2021-12-25,Maharashtra,185,4,152,9051683,33415579,27.09
2021-12-26,Maharashtra,0,0,0,9053020,33415579,27.09
2021-12-27,Maharashtra,0,0,0,9078900,33415579,27.17
2021-12-28,Maharashtra,0,0,0,9119002,33415579,27.29
2021-12-29,Maharashtra,0,0,0,9157253,33415579,27.4
2021-12-30,Maharashtra,54,1,45,9187259,33415579,27.49
2021-12-31,Maharashtra,159,4,131,9196185,33415579,27.52
2022-01-01,Maharashtra,140,3,115,9243832,33415579,27.66
2022-01-02,Maharashtra,0,0,0,9244859,33415579,27.67
2022-01-03,Maharashtra,0,0,0,9262253,33415579,27.72
2022-01-04,Maharashtra,279,7,230,9299957,33415579,27.83
2022-01-05,Maharashtra,0,0,0,9330805,33415579,27.92
2022-01-06,Maharashtra,0,0,0,9370326,33415579,28.04
2022-01-07,Maharashtra,0,0,0,9408653,33415579,28.16
2022-01-08,Maharashtra,0,0,0,9455635,33415579,28.3
2022-01-09,Maharashtra,104,3,86,9481454,33415579,28.37
2022-01-10,Maharashtra,0,0,0,9522501,33415579,28.5
2022-01-11,Maharashtra,0,0,0,9530296,33415579,28.52
2022-01-12,Maharashtra,0,0,0,9538999,33415579,28.55
2022-01-13,Maharashtra,237,6,195,9541488,33415579,28.55
2022-01-14,Maharashtra,0,0,0,9551713,33415579,28.58
2022-01-15,Maharashtra,0,0,0,9557283,33415579,28.6
2022-01-16,Maharashtra,216,5,178,9598495,33415579,28.72
2022-01-17,Maharashtra,56,1,46,9623240,33415579,28.8
2022-01-18,Maharashtra,0,0,0,9645449,33415579,28.87
2022-01-19,Maharashtra,104,3,86,9677429,33415579,28.96
2022-01-20,Maharashtra,311,8,256,9695407,33415579,29.01
2022-01-21,Maharashtra,0,0,0,9723933,33415579,29.1
2022-01-22,Maharashtra,0,0,0,9724109,33415579,29.1
2022-01-23,Maharashtra,344,8,284,9759754,33415579,29.21
2022-01-24,Maharashtra,120,3,99,9803329,33415579,29.34
2022-01-25,Maharashtra,0,0,0,9805278,33415579,29.34
2022-01-26,Maharashtra,0,0,0,9809303,33415579,29.36
2022-01-27,Maharashtra,0,0,0,9816120,33415579,29.38
2022-01-28,Maharashtra,0,0,0,9846523,33415579,29.47
2022-01-29,Maharashtra,0,0,0,9884580,33415579,29.58
2022-01-30,Maharashtra,0,0,0,9925726,33415579,29.7
2022-01-31,Maharashtra,0,0,0,9964785,33415579,29.82
2022-02-01,Maharashtra,0,0,0,9993640,33415579,29.91
2022-02-02,Maharashtra,222,5,183,10028754,33415579,30.01
2022-02-03,Maharashtra,77,2,63,10042750,33415579,30.05
2022-02-04,Maharashtra,0,0,0,10080021,33415579,30.17
2022-02-05,Maharashtra,0,0,0,10089166,33415579,30.19
2022-02-06,Maharashtra,0,0,0,10137338,33415579,30.34
2022-02-07,Maharashtra,0,0,0,10139426,33415579,30.34
2022-02-08,Maharashtra,175,4,144,10186636,33415579,30.48
2022-02-09,Maharashtra,0,0,0,10209663,33415579,30.55
2022-02-10,Maharashtra,438,11,361,10241887,33415579,30.65
2022-02-11,Maharashtra,175,4,144,10249877,33415579,30.67
2022-02-12,Maharashtra,0,0,0,10265843,33415579,30.72
2022-02-13,Maharashtra,26,1,21,10308955,33415579,30.85
2022-02-14,Maharashtra,312,8,257,10309660,33415579,30.85
2022-02-15,Maharashtra,117,3,96,10319243,33415579,30.88
2022-02-16,Maharashtra,0,0,0,10350823,33415579,30.98
2022-02-17,Maharashtra,0,0,0,10391032,33415579,31.1
2022-02-18,Maharashtra,54,1,45,10412597,33415579,31.16
2022-02-19,Maharashtra,231,6,190,10416973,33415579,31.17
2022-02-20,Maharashtra,0,0,0,10424324,33415579,31.2
2022-02-21,Maharashtra,0,0,0,10468840,33415579,31.33
2022-02-22,Maharashtra,492,12,405,10479602,33415579,31.36
2022-02-23,Maharashtra,10,0,8,10508534,33415579,31.45
2022-02-24,Maharashtra,458,11,377,10555360,33415579,31.59
2022-02-25,Maharashtra,896,22,738,10574140,33415579,31.64
2022-02-26,Maharashtra,0,0,0,10577451,33415579,31.65
2022-02-27,Maharashtra,0,0,0,10618101,33415579,31.78
2022-02-28,Maharashtra,0,0,0,10657474,33415579,31.89
2022-03-01,Maharashtra,330,8,272,10690027,33415579,31.99
2022-03-02,Maharashtra,372,9,307,10735129,33415579,32.13
2022-03-03,Maharashtra,682,16,562,10773918,33415579,32.24
2022-03-04,Maharashtra,0,0,0,10808335,33415579,32.35
2022-03-05,Maharashtra,146,4,120,10825008,33415579,32.4
2022-03-06,Maharashtra,0,0,0,10828075,33415579,32.4
2022-03-07,Maharashtra,0,0,0,10864371,33415579,32.51
2022-03-08,Maharashtra,0,0,0,10906663,33415579,32.64
2022-03-09,Maharashtra,0,0,0,10941417,33415579,32.74
2022-03-10,Maharashtra,193,5,159,10974081,33415579,32.84
2022-03-11,Maharashtra,0,0,0,11009996,33415579,32.95
2022-03-12,Maharashtra,0,0,0,11023847,33415579,32.99
2022-03-13,Maharashtra,80,2,66,11029693,33415579,33.01
2022-03-14,Maharashtra,112,3,92,11061175,33415579,33.1
2022-03-15,Maharashtra,0,0,0,11108329,33415579,33.24
2022-03-16,Maharashtra,560,14,462,11115156,33415579,33.26
2022-03-17,Maharashtra,471,11,388,11118716,33415579,33.27
2022-03-18,Maharashtra,0,0,0,11154098,33415579,33.38
2022-03-19,Maharashtra,483,12,398,11175230,33415579,33.44
2022-03-20,Maharashtra,529,13,436,11220379,33415579,33.58
2022-03-21,Maharashtra,0,0,0,11243970,33415579,33.65
2022-03-22,Maharashtra,14,0,12,11270054,33415579,33.73
2022-03-23,Maharashtra,0,0,0,11273144,33415579,33.74
2022-03-24,Maharashtra,0,0,0,11320749,33415579,33.88
2022-03-25,Maharashtra,0,0,0,11337294,33415579,33.93
2022-03-26,Maharashtra,396,10,326,11359198,33415579,33.99
2022-03-27,Maharashtra,131,3,108,11390655,33415579,34.09
2022-03-28,Maharashtra,0,0,0,11433533,33415579,34.22
2022-03-29,Maharashtra,0,0,0,11473287,33415579,34.34
2022-03-30,Maharashtra,0,0,0,11511969,33415579,34.45
2022-03-31,Maharashtra,0,0,0,11517246,33415579,34.47
2022-04-01,Maharashtra,274,7,226,11521667,33415579,34.48
2022-04-02,Maharashtra,0,0,0,11563230,33415579,34.6
2022-04-03,Maharashtra,271,7,223,11608862,33415579,34.74
2022-04-04,Maharashtra,59,1,49,11640048,33415579,34.83
2022-04-05,Maharashtra,43,1,35,11685569,33415579,34.97
2022-04-06,Maharashtra,308,7,254,11701446,33415579,35.02
2022-04-07,Maharashtra,253,6,209,11719016,33415579,35.07
2022-04-08,Maharashtra,0,0,0,11727519,33415579,35.1
2022-04-09,Maharashtra,0,0,0,11767190,33415579,35.21
2022-04-10,Maharashtra,0,0,0,11800660,33415579,35.31
2022-04-11,Maharashtra,107,3,88,11811891,33415579,35.35
2022-04-12,Maharashtra,409,10,337,11861852,33415579,35.5
2022-04-13,Maharashtra,20,0,16,11863371,33415579,35.5
2022-04-14,Maharashtra,511,12,421,11901885,33415579,35.62
2022-04-15,Maharashtra,0,0,0,11912281,33415579,35.65
2022-04-16,Maharashtra,0,0,0,11951480,33415579,35.77
2022-04-17,Maharashtra,0,0,0,11975679,33415579,35.84
2022-04-18,Maharashtra,0,0,0,11987380,33415579,35.87
2022-04-19,Maharashtra,348,8,287,11990268,33415579,35.88
2022-04-20,Maharashtra,0,0,0,12021331,33415579,35.98
2022-04-21,Maharashtra,0,0,0,12029331,33415579,36.0
2022-04-22,Maharashtra,344,8,284,12051819,33415579,36.07
2022-04-23,Maharashtra,0,0,0,12099340,33415579,36.21
2022-04-24,Maharashtra,322,8,265,12143722,33415579,36.34
2022-04-25,Maharashtra,659,16,543,12168414,33415579,36.42
2022-04-26,Maharashtra,24,1,20,12204997,33415579,36.52
2022-04-27,Maharashtra,351,8,289,12246152,33415579,36.65
2022-04-28,Maharashtra,726,18,598,12276478,33415579,36.74
2022-04-29,Maharashtra,121,3,100,12286809,33415579,36.77
2022-04-30,Maharashtra,0,0,0,12327380,33415579,36.89
2022-05-01,Maharashtra,271,7,223,12331806,33415579,36.9
2022-05-02,Maharashtra,355,9,293,12357927,33415579,36.98
2022-05-03,Maharashtra,0,0,0,12396954,33415579,37.1
2022-05-04,Maharashtra,0,0,0,12425484,33415579,37.18
2022-05-05,Maharashtra,515,12,424,12442925,33415579,37.24
2022-05-06,Maharashtra,0,0,0,12463740,33415579,37.3
2022-05-07,Maharashtra,358,9,295,12486730,33415579,37.37
2022-05-08,Maharashtra,79,2,65,12523931,33415579,37.48
2022-05-09,Maharashtra,548,13,452,12573537,33415579,37.63
2022-05-10,Maharashtra,0,0,0,12612466,33415579,37.74
2022-05-11,Maharashtra,0,0,0,12628292,33415579,37.79
2022-05-12,Maharashtra,256,6,211,12633852,33415579,37.81
2022-05-13,Maharashtra,0,0,0,12657509,33415579,37.88
2022-05-14,Maharashtra,35,1,29,12700408,33415579,38.01
2022-05-15,Maharashtra,465,11,383,12732148,33415579,38.1
2022-05-16,Maharashtra,0,0,0,12748238,33415579,38.15
2022-05-17,Maharashtra,121,3,100,12752691,33415579,38.16
2022-05-18,Maharashtra,364,9,300,12765302,33415579,38.2
2022-05-19,Maharashtra,0,0,0,12801123,33415579,38.31
2022-05-20,Maharashtra,0,0,0,12834622,33415579,38.41
2022-05-21,Maharashtra,0,0,0,12857208,33415579,38.48
2022-05-22,Maharashtra,0,0,0,12873902,33415579,38.53
2022-05-23,Maharashtra,21,1,17,12882652,33415579,38.55
2022-05-24,Maharashtra,0,0,0,12931275,33415579,38.7
2022-05-25,Maharashtra,0,0,0,12952802,33415579,38.76
2022-05-26,Maharashtra,140,3,115,12991162,33415579,38.88
2022-05-27,Maharashtra,474,11,391,13014195,33415579,38.95
2022-05-28,Maharashtra,98,2,81,13042655,33415579,39.03
2022-05-29,Maharashtra,403,10,332,13074691,33415579,39.13
2022-05-30,Maharashtra,474,11,391,13092482,33415579,39.18
2022-05-31,Maharashtra,0,0,0,13139338,33415579,39.32
2022-06-01,Maharashtra,82,2,68,13162203,33415579,39.39
2022-06-02,Maharashtra,0,0,0,13200456,33415579,39.5
2022-06-03,Maharashtra,0,0,0,13246273,33415579,39.64
2022-06-04,Maharashtra,107,3,88,13265395,33415579,39.7
2022-06-05,Maharashtra,0,0,0,13277095,33415579,39.73
2022-06-06,Maharashtra,145,4,120,13325577,33415579,39.88
2022-06-07,Maharashtra,0,0,0,13364872,33415579,40.0
2022-06-08,Maharashtra,51,1,42,13404413,33415579,40.11
2022-06-09,Maharashtra,0,0,0,13451715,33415579,40.26
2022-06-10,Maharashtra,202,5,166,13453112,33415579,40.26
2022-06-11,Maharashtra,0,0,0,13500348,33415579,40.4
2022-06-12,Maharashtra,0,0,0,13506177,33415579,40.42
2022-06-13,Maharashtra,338,8,279,13513442,33415579,40.44
2022-06-14,Maharashtra,0,0,0,13524342,33415579,40.47
2022-06-15,Maharashtra,33,1,27,13530007,33415579,40.49
2022-06-16,Maharashtra,0,0,0,13534182,33415579,40.5
2022-06-17,Maharashtra,152,4,125,13540439,33415579,40.52
