StudentID,Gender,Section,Attendance_%,StudyHrs_day,Subject,Score,Pass
S0258,Male,A,93.0,4.6,Science,84.9,Pass
S0258,Male,A,93.0,4.6,English,72.2,Pass
S0258,Male,A,93.0,4.6,History,88.5,Pass
S0258,Male,A,93.0,4.6,CS,99.7,Pass
S0259,Male,C,44.4,3.2,Maths,49.4,Pass
S0259,Male,C,44.4,3.2,Science,69.4,Pass
S0259,Male,C,44.4,3.2,English,70.1,Pass
S0259,Male,C,44.4,3.2,History,70.0,Pass
S0259,Male,C,44.4,3.2,CS,81.2,Pass
S0260,Female,B,78.8,4.2,Maths,97.4,Pass
S0260,Female,B,78.8,4.2,Science,74.7,Pass
S0260,Female,B,78.8,4.2,English,83.8,Pass
S0260,Female,B,78.8,4.2,History,77.9,Pass
S0260,Female,B,78.8,4.2,CS,70.7,Pass
S0261,Male,B,93.8,2.0,Maths,79.8,Pass
S0261,Male,B,93.8,2.0,Science,83.8,Pass
S0261,Male,B,93.8,2.0,English,79.3,Pass
S0261,Male,B,93.8,2.0,History,68.3,Pass
S0261,Male,B,93.8,2.0,CS,72.5,Pass
S0262,Female,B,69.9,3.6,Maths,68.7,Pass
S0262,Female,B,69.9,3.6,Science,64.8,Pass
S0262,Female,B,69.9,3.6,English,76.4,Pass
S0262,Female,B,69.9,3.6,History,77.4,Pass
S0262,Female,B,69.9,3.6,CS,83.0,Pass
S0263,Male,C,94.3,5.1,Maths,74.8,Pass
S0263,Male,C,94.3,5.1,Science,77.6,Pass
S0263,Male,C,94.3,5.1,English,99.0,Pass
S0263,Male,C,94.3,5.1,History,81.8,Pass
S0263,Male,C,94.3,5.1,CS,83.7,Pass
S0264,Male,D,81.6,4.9,Maths,77.6,Pass
S0264,Male,D,81.6,4.9,Science,90.6,Pass
S0264,Male,D,81.6,4.9,English,91.0,Pass
S0264,Male,D,81.6,4.9,History,90.4,Pass
S0264,Male,D,81.6,4.9,CS,79.6,Pass
S0265,Female,C,81.5,2.8,Maths,66.4,Pass
S0265,Female,C,81.5,2.8,Science,94.3,Pass
S0265,Female,C,81.5,2.8,English,83.7,Pass
S0265,Female,C,81.5,2.8,History,70.5,Pass
S0265,Female,C,81.5,2.8,CS,89.3,Pass
S0266,Male,C,90.4,2.2,Maths,71.2,Pass
S0266,Male,C,90.4,2.2,Science,90.7,Pass
S0266,Male,C,90.4,2.2,English,91.4,Pass
S0266,Male,C,90.4,2.2,History,67.4,Pass
S0266,Male,C,90.4,2.2,CS,82.4,Pass
S0267,Male,C,47.2,4.0,Maths,75.0,Pass
S0267,Male,C,47.2,4.0,Science,93.3,Pass
S0267,Male,C,47.2,4.0,English,59.8,Pass
S0267,Male,C,47.2,4.0,History,81.5,Pass
S0267,Male,C,47.2,4.0,CS,67.4,Pass
S0268,Male,C,82.7,4.8,Maths,67.1,Pass
S0268,Male,C,82.7,4.8,Science,78.3,Pass
S0268,Male,C,82.7,4.8,English,79.5,Pass
S0268,Male,C,82.7,4.8,History,68.9,Pass
S0268,Male,C,82.7,4.8,CS,82.6,Pass
S0269,Male,A,78.8,4.6,Maths,87.4,Pass
S0269,Male,A,78.8,4.6,Science,80.2,Pass
S0269,Male,A,78.8,4.6,English,72.4,Pass
S0269,Male,A,78.8,4.6,History,76.4,Pass
S0269,Male,A,78.8,4.6,CS,77.8,Pass
S0270,Male,D,90.7,3.2,Maths,80.8,Pass
S0270,Male,D,90.7,3.2,Science,89.8,Pass
S0270,Male,D,90.7,3.2,English,81.4,Pass
S0270,Male,D,90.7,3.2,History,64.6,Pass
S0270,Male,D,90.7,3.2,CS,73.0,Pass
S0271,Male,A,68.1,4.4,Maths,76.0,Pass
S0271,Male,A,68.1,4.4,Science,85.6,Pass
S0271,Male,A,68.1,4.4,English,87.3,Pass
S0271,Male,A,68.1,4.4,History,92.1,Pass
S0271,Male,A,68.1,4.4,CS,75.6,Pass
S0272,Male,B,69.0,6.3,Maths,85.8,Pass
S0272,Male,B,69.0,6.3,Science,63.7,Pass
S0272,Male,B,69.0,6.3,English,82.5,Pass
S0272,Male,B,69.0,6.3,History,67.4,Pass
S0272,Male,B,69.0,6.3,CS,77.6,Pass
S0273,Male,C,73.5,4.3,Maths,100.0,Pass
S0273,Male,C,73.5,4.3,Science,78.7,Pass
S0273,Male,C,73.5,4.3,English,67.0,Pass
S0273,Male,C,73.5,4.3,History,79.7,Pass
S0273,Male,C,73.5,4.3,CS,70.5,Pass
S0274,Female,B,67.9,1.6,Maths,58.9,Pass
S0274,Female,B,67.9,1.6,Science,89.5,Pass
S0274,Female,B,67.9,1.6,English,79.2,Pass
S0274,Female,B,67.9,1.6,History,71.9,Pass
S0274,Female,B,67.9,1.6,CS,64.6,Pass
S0275,Female,A,75.9,4.3,Maths,73.3,Pass
S0275,Female,A,75.9,4.3,Science,91.8,Pass
S0275,Female,A,75.9,4.3,English,79.4,Pass
S0275,Female,A,75.9,4.3,History,45.6,Pass
S0275,Female,A,75.9,4.3,CS,100.0,Pass
S0276,Male,D,77.7,7.1,Maths,84.3,Pass
S0276,Male,D,77.7,7.1,Science,85.9,Pass
S0276,Male,D,77.7,7.1,English,93.3,Pass
S0276,Male,D,77.7,7.1,History,87.1,Pass
S0276,Male,D,77.7,7.1,CS,89.9,Pass
S0277,Male,A,80.5,2.1,Maths,69.1,Pass
S0277,Male,A,80.5,2.1,Science,61.0,Pass
S0277,Male,A,80.5,2.1,English,76.1,Pass
S0277,Male,A,80.5,2.1,History,87.6,Pass
S0277,Male,A,80.5,2.1,CS,66.8,Pass
S0278,Male,A,74.6,4.0,Maths,68.2,Pass
S0278,Male,A,74.6,4.0,Science,87.7,Pass
S0278,Male,A,74.6,4.0,English,70.9,Pass
S0278,Male,A,74.6,4.0,History,71.4,Pass
S0278,Male,A,74.6,4.0,CS,71.7,Pass
S0279,Female,D,67.8,3.7,Maths,72.0,Pass
S0279,Female,D,67.8,3.7,Science,56.9,Pass
S0279,Female,D,67.8,3.7,English,67.3,Pass
S0279,Female,D,67.8,3.7,History,75.0,Pass
S0279,Female,D,67.8,3.7,CS,74.9,Pass
S0280,Female,C,69.8,4.1,Maths,85.8,Pass
S0280,Female,C,69.8,4.1,Science,92.6,Pass
S0280,Female,C,69.8,4.1,English,89.3,Pass
S0280,Female,C,69.8,4.1,History,83.4,Pass
S0280,Female,C,69.8,4.1,CS,72.7,Pass
S0281,Male,A,63.8,4.3,Maths,66.5,Pass
S0281,Male,A,63.8,4.3,Science,72.9,Pass
S0281,Male,A,63.8,4.3,English,78.6,Pass
S0281,Male,A,63.8,4.3,History,81.0,Pass
S0281,Male,A,63.8,4.3,CS,79.0,Pass
S0282,Male,D,67.1,5.7,Maths,75.3,Pass
S0282,Male,D,67.1,5.7,Science,84.4,Pass
S0282,Male,D,67.1,5.7,English,89.2,Pass
S0282,Male,D,67.1,5.7,History,85.4,Pass
S0282,Male,D,67.1,5.7,CS,76.2,Pass
S0283,Male,D,80.9,4.1,Maths,69.2,Pass
S0283,Male,D,80.9,4.1,Science,69.0,Pass
S0283,Male,D,80.9,4.1,English,70.7,Pass
S0283,Male,D,80.9,4.1,History,80.1,Pass
S0283,Male,D,80.9,4.1,CS,82.7,Pass
S0284,Male,A,78.8,5.9,Maths,66.3,Pass
S0284,Male,A,78.8,5.9,Science,75.4,Pass
S0284,Male,A,78.8,5.9,English,82.9,Pass
S0284,Male,A,78.8,5.9,History,71.5,Pass
S0284,Male,A,78.8,5.9,CS,84.8,Pass
S0285,Female,B,81.1,3.8,Maths,73.9,Pass
S0285,Female,B,81.1,3.8,Science,69.7,Pass
S0285,Female,B,81.1,3.8,English,77.5,Pass
S0285,Female,B,81.1,3.8,History,80.9,Pass
S0285,Female,B,81.1,3.8,CS,68.5,Pass
S0286,Male,B,96.1,3.5,Maths,78.4,Pass
S0286,Male,B,96.1,3.5,Science,85.5,Pass
S0286,Male,B,96.1,3.5,English,73.2,Pass
S0286,Male,B,96.1,3.5,History,64.2,Pass
S0286,Male,B,96.1,3.5,CS,65.4,Pass
S0287,Male,A,75.3,3.0,Maths,69.4,Pass
S0287,Male,A,75.3,3.0,Science,60.4,Pass
S0287,Male,A,75.3,3.0,English,70.1,Pass
S0287,Male,A,75.3,3.0,History,90.2,Pass
S0287,Male,A,75.3,3.0,CS,59.8,Pass
S0288,Male,A,76.1,1.3,Maths,67.6,Pass
S0288,Male,A,76.1,1.3,Science,91.7,Pass
S0288,Male,A,76.1,1.3,English,74.5,Pass
S0288,Male,A,76.1,1.3,History,66.7,Pass
S0288,Male,A,76.1,1.3,CS,68.8,Pass
S0289,Female,A,66.8,4.4,Maths,78.2,Pass
S0289,Female,A,66.8,4.4,Science,90.8,Pass
S0289,Female,A,66.8,4.4,English,68.6,Pass
S0289,Female,A,66.8,4.4,History,66.3,Pass
S0289,Female,A,66.8,4.4,CS,60.1,Pass
S0290,Male,A,99.1,7.1,Maths,89.9,Pass
S0290,Male,A,99.1,7.1,Science,74.8,Pass
S0290,Male,A,99.1,7.1,English,84.2,Pass
S0290,Male,A,99.1,7.1,History,79.8,Pass
S0290,Male,A,99.1,7.1,CS,99.6,Pass
S0291,Female,B,94.0,4.7,Maths,77.5,Pass
S0291,Female,B,94.0,4.7,Science,86.5,Pass
S0291,Female,B,94.0,4.7,English,66.5,Pass
S0291,Female,B,94.0,4.7,History,83.9,Pass
S0291,Female,B,94.0,4.7,CS,70.5,Pass
S0292,Male,B,76.9,5.0,Maths,73.9,Pass
S0292,Male,B,76.9,5.0,Science,100.0,Pass
S0292,Male,B,76.9,5.0,English,87.4,Pass
S0292,Male,B,76.9,5.0,History,76.8,Pass
S0292,Male,B,76.9,5.0,CS,100.0,Pass
S0293,Female,A,82.4,3.4,Maths,67.3,Pass
S0293,Female,A,82.4,3.4,Science,88.1,Pass
S0293,Female,A,82.4,3.4,English,61.2,Pass
S0293,Female,A,82.4,3.4,History,74.0,Pass
S0293,Female,A,82.4,3.4,CS,63.0,Pass
S0294,Male,B,84.6,3.6,Maths,80.2,Pass
S0294,Male,B,84.6,3.6,Science,78.2,Pass
S0294,Male,B,84.6,3.6,English,74.6,Pass
S0294,Male,B,84.6,3.6,History,88.6,Pass
S0294,Male,B,84.6,3.6,CS,72.0,Pass
S0295,Female,A,68.1,5.5,Maths,79.6,Pass
S0295,Female,A,68.1,5.5,Science,84.6,Pass
S0295,Female,A,68.1,5.5,English,61.5,Pass
S0295,Female,A,68.1,5.5,History,68.9,Pass
S0295,Female,A,68.1,5.5,CS,76.9,Pass
S0296,Female,D,92.3,7.0,Maths,93.0,Pass
S0296,Female,D,92.3,7.0,Science,100.0,Pass
S0296,Female,D,92.3,7.0,English,84.5,Pass
S0296,Female,D,92.3,7.0,History,83.5,Pass
S0296,Female,D,92.3,7.0,CS,78.0,Pass
S0297,Female,A,57.1,6.2,Maths,77.9,Pass
S0297,Female,A,57.1,6.2,Science,71.6,Pass
S0297,Female,A,57.1,6.2,English,71.9,Pass
S0297,Female,A,57.1,6.2,History,73.7,Pass
S0297,Female,A,57.1,6.2,CS,80.1,Pass
S0298,Female,D,79.8,5.2,Maths,73.7,Pass
S0298,Female,D,79.8,5.2,Science,71.6,Pass
S0298,Female,D,79.8,5.2,English,83.7,Pass
S0298,Female,D,79.8,5.2,History,49.1,Pass
S0298,Female,D,79.8,5.2,CS,73.3,Pass
S0299,Female,C,84.4,4.1,Maths,66.9,Pass
S0299,Female,C,84.4,4.1,Science,90.5,Pass
S0299,Female,C,84.4,4.1,English,74.0,Pass
S0299,Female,C,84.4,4.1,History,72.8,Pass
S0299,Female,C,84.4,4.1,CS,77.9,Pass
S0300,Female,D,65.5,4.3,Maths,67.3,Pass
S0300,Female,D,65.5,4.3,Science,69.2,Pass
S0300,Female,D,65.5,4.3,English,74.2,Pass
S0300,Female,D,65.5,4.3,History,69.1,Pass
S0300,Female,D,65.5,4.3,CS,69.0,Pass
S0301,Female,C,67.3,2.9,Maths,60.8,Pass
S0301,Female,C,67.3,2.9,Science,59.4,Pass
S0301,Female,C,67.3,2.9,English,71.5,Pass
S0301,Female,C,67.3,2.9,History,74.0,Pass
S0301,Female,C,67.3,2.9,CS,56.6,Pass
S0302,Male,B,93.0,1.8,Maths,84.2,Pass
S0302,Male,B,93.0,1.8,Science,84.2,Pass
S0302,Male,B,93.0,1.8,English,86.3,Pass
S0302,Male,B,93.0,1.8,History,79.6,Pass
S0302,Male,B,93.0,1.8,CS,82.9,Pass
S0303,Female,C,87.5,2.3,Maths,97.7,Pass
S0303,Female,C,87.5,2.3,Science,72.9,Pass
S0303,Female,C,87.5,2.3,English,65.4,Pass
S0303,Female,C,87.5,2.3,History,60.5,Pass
S0303,Female,C,87.5,2.3,CS,93.4,Pass
S0304,Male,B,95.7,4.1,Maths,99.5,Pass
S0304,Male,B,95.7,4.1,Science,72.6,Pass
S0304,Male,B,95.7,4.1,English,74.6,Pass
S0304,Male,B,95.7,4.1,History,78.6,Pass
S0304,Male,B,95.7,4.1,CS,94.1,Pass
S0305,Female,A,57.2,3.6,Maths,56.4,Pass
S0305,Female,A,57.2,3.6,Science,49.6,Pass
S0305,Female,A,57.2,3.6,English,90.9,Pass
S0305,Female,A,57.2,3.6,History,72.4,Pass
S0305,Female,A,57.2,3.6,CS,73.8,Pass
S0306,Male,B,69.8,1.8,Maths,67.5,Pass
S0306,Male,B,69.8,1.8,Science,74.2,Pass
S0306,Male,B,69.8,1.8,English,54.4,Pass
S0306,Male,B,69.8,1.8,History,61.1,Pass
S0306,Male,B,69.8,1.8,CS,70.6,Pass
S0307,Male,B,80.7,3.9,Maths,54.4,Pass
S0307,Male,B,80.7,3.9,Science,74.1,Pass
S0307,Male,B,80.7,3.9,English,73.5,Pass
S0307,Male,B,80.7,3.9,History,74.1,Pass
S0307,Male,B,80.7,3.9,CS,71.6,Pass
S0308,Female,A,81.6,3.5,Maths,66.6,Pass
S0308,Female,A,81.6,3.5,Science,58.3,Pass
S0308,Female,A,81.6,3.5,English,78.0,Pass
S0308,Female,A,81.6,3.5,History,73.5,Pass
S0308,Female,A,81.6,3.5,CS,62.8,Pass
S0309,Male,A,91.0,2.2,Maths,77.4,Pass
S0309,Male,A,91.0,2.2,Science,73.8,Pass
S0309,Male,A,91.0,2.2,English,72.2,Pass
S0309,Male,A,91.0,2.2,History,55.2,Pass
S0309,Male,A,91.0,2.2,CS,83.6,Pass
S0310,Male,D,80.2,3.4,Maths,63.6,Pass
S0310,Male,D,80.2,3.4,Science,76.6,Pass
S0310,Male,D,80.2,3.4,English,67.9,Pass
S0310,Male,D,80.2,3.4,History,72.1,Pass
S0310,Male,D,80.2,3.4,CS,87.5,Pass
S0311,Male,C,50.9,3.5,Maths,72.6,Pass
S0311,Male,C,50.9,3.5,Science,78.6,Pass
S0311,Male,C,50.9,3.5,English,70.6,Pass
S0311,Male,C,50.9,3.5,History,71.3,Pass
S0311,Male,C,50.9,3.5,CS,49.5,Pass
S0312,Male,B,65.9,3.1,Maths,67.7,Pass
S0312,Male,B,65.9,3.1,Science,68.7,Pass
S0312,Male,B,65.9,3.1,English,83.1,Pass
S0312,Male,B,65.9,3.1,History,65.8,Pass
S0312,Male,B,65.9,3.1,CS,73.6,Pass
S0313,Male,D,84.1,5.4,Maths,83.3,Pass
S0313,Male,D,84.1,5.4,Science,92.6,Pass
S0313,Male,D,84.1,5.4,English,79.7,Pass
S0313,Male,D,84.1,5.4,History,89.3,Pass
S0313,Male,D,84.1,5.4,CS,64.0,Pass
S0314,Male,A,37.3,1.1,Maths,42.4,Pass
S0314,Male,A,37.3,1.1,Science,35.7,Fail
S0314,Male,A,37.3,1.1,English,66.4,Pass
S0314,Male,A,37.3,1.1,History,65.2,Pass
S0314,Male,A,37.3,1.1,CS,67.5,Pass
S0315,Male,B,84.9,1.0,Maths,65.7,Pass
S0315,Male,B,84.9,1.0,Science,66.9,Pass
S0315,Male,B,84.9,1.0,English,71.3,Pass
S0315,Male,B,84.9,1.0,History,87.0,Pass
S0315,Male,B,84.9,1.0,CS,89.5,Pass
S0316,Male,D,77.2,4.0,Maths,84.1,Pass
S0316,Male,D,77.2,4.0,Science,79.5,Pass
S0316,Male,D,77.2,4.0,English,89.5,Pass
S0316,Male,D,77.2,4.0,History,73.6,Pass
S0316,Male,D,77.2,4.0,CS,72.3,Pass
S0317,Male,C,61.5,4.1,Maths,70.5,Pass
S0317,Male,C,61.5,4.1,Science,62.0,Pass
S0317,Male,C,61.5,4.1,English,70.0,Pass
S0317,Male,C,61.5,4.1,History,60.6,Pass
S0317,Male,C,61.5,4.1,CS,82.0,Pass
S0318,Female,B,71.8,4.6,Maths,81.2,Pass
S0318,Female,B,71.8,4.6,Science,90.0,Pass
S0318,Female,B,71.8,4.6,English,59.5,Pass
S0318,Female,B,71.8,4.6,History,94.8,Pass
S0318,Female,B,71.8,4.6,CS,60.0,Pass
S0319,Male,B,49.3,3.2,Maths,54.2,Pass
S0319,Male,B,49.3,3.2,Science,60.0,Pass
S0319,Male,B,49.3,3.2,English,79.2,Pass
S0319,Male,B,49.3,3.2,History,68.4,Pass
S0319,Male,B,49.3,3.2,CS,63.7,Pass
S0320,Female,A,96.2,2.6,Maths,71.2,Pass
S0320,Female,A,96.2,2.6,Science,65.4,Pass
S0320,Female,A,96.2,2.6,English,90.4,Pass
S0320,Female,A,96.2,2.6,History,87.1,Pass
S0320,Female,A,96.2,2.6,CS,92.6,Pass
S0321,Female,A,90.1,4.0,Maths,84.0,Pass
S0321,Female,A,90.1,4.0,Science,53.6,Pass
S0321,Female,A,90.1,4.0,English,67.6,Pass
S0321,Female,A,90.1,4.0,History,84.7,Pass
S0321,Female,A,90.1,4.0,CS,76.3,Pass
S0322,Male,A,75.6,3.3,Maths,68.8,Pass
S0322,Male,A,75.6,3.3,Science,63.3,Pass
S0322,Male,A,75.6,3.3,English,83.8,Pass
S0322,Male,A,75.6,3.3,History,78.9,Pass
S0322,Male,A,75.6,3.3,CS,79.4,Pass
S0323,Male,D,83.0,6.3,Maths,76.2,Pass
S0323,Male,D,83.0,6.3,Science,84.3,Pass
S0323,Male,D,83.0,6.3,English,69.2,Pass
S0323,Male,D,83.0,6.3,History,81.3,Pass
S0323,Male,D,83.0,6.3,CS,57.3,Pass
S0324,Female,C,75.1,3.5,Maths,58.9,Pass
S0324,Female,C,75.1,3.5,Science,71.3,Pass
S0324,Female,C,75.1,3.5,English,98.3,Pass
S0324,Female,C,75.1,3.5,History,56.5,Pass
S0324,Female,C,75.1,3.5,CS,62.1,Pass
S0325,Female,B,77.0,3.9,Maths,78.1,Pass
S0325,Female,B,77.0,3.9,Science,93.6,Pass
S0325,Female,B,77.0,3.9,English,78.0,Pass
S0325,Female,B,77.0,3.9,History,83.0,Pass
S0325,Female,B,77.0,3.9,CS,72.6,Pass
S0326,Female,D,81.6,7.7,Maths,79.8,Pass
S0326,Female,D,81.6,7.7,Science,85.7,Pass
S0326,Female,D,81.6,7.7,English,78.3,Pass
S0326,Female,D,81.6,7.7,History,92.2,Pass
S0326,Female,D,81.6,7.7,CS,68.8,Pass
S0327,Female,A,81.8,3.7,Maths,85.8,Pass
S0327,Female,A,81.8,3.7,Science,77.3,Pass
S0327,Female,A,81.8,3.7,English,74.8,Pass
S0327,Female,A,81.8,3.7,History,60.5,Pass
S0327,Female,A,81.8,3.7,CS,67.1,Pass
S0328,Female,A,71.5,4.8,Maths,88.1,Pass
S0328,Female,A,71.5,4.8,Science,74.0,Pass
S0328,Female,A,71.5,4.8,English,78.9,Pass
S0328,Female,A,71.5,4.8,History,67.3,Pass
S0328,Female,A,71.5,4.8,CS,75.8,Pass
S0329,Female,B,89.2,5.0,Maths,68.0,Pass
S0329,Female,B,89.2,5.0,Science,82.7,Pass
S0329,Female,B,89.2,5.0,English,85.4,Pass
S0329,Female,B,89.2,5.0,History,84.9,Pass
S0329,Female,B,89.2,5.0,CS,72.6,Pass
S0330,Male,D,76.7,5.1,Maths,74.8,Pass
S0330,Male,D,76.7,5.1,Science,83.6,Pass
S0330,Male,D,76.7,5.1,English,76.1,Pass
S0330,Male,D,76.7,5.1,History,75.3,Pass
S0330,Male,D,76.7,5.1,CS,97.3,Pass
S0331,Female,C,88.2,4.4,Maths,70.8,Pass
S0331,Female,C,88.2,4.4,Science,91.1,Pass
S0331,Female,C,88.2,4.4,English,68.8,Pass
S0331,Female,C,88.2,4.4,History,86.9,Pass
S0331,Female,C,88.2,4.4,CS,87.4,Pass
S0332,Male,D,88.9,4.3,Maths,75.1,Pass
S0332,Male,D,88.9,4.3,Science,68.1,Pass
S0332,Male,D,88.9,4.3,English,60.5,Pass
S0332,Male,D,88.9,4.3,History,74.1,Pass
S0332,Male,D,88.9,4.3,CS,85.5,Pass
S0333,Female,A,95.5,4.2,Maths,71.2,Pass
S0333,Female,A,95.5,4.2,Science,82.9,Pass
S0333,Female,A,95.5,4.2,English,67.2,Pass
S0333,Female,A,95.5,4.2,History,79.6,Pass
S0333,Female,A,95.5,4.2,CS,70.5,Pass
S0334,Female,D,74.4,3.1,Maths,72.8,Pass
S0334,Female,D,74.4,3.1,Science,68.6,Pass
S0334,Female,D,74.4,3.1,English,61.7,Pass
S0334,Female,D,74.4,3.1,History,67.0,Pass
S0334,Female,D,74.4,3.1,CS,64.2,Pass
S0335,Male,A,71.4,4.5,Maths,62.2,Pass
S0335,Male,A,71.4,4.5,Science,86.2,Pass
S0335,Male,A,71.4,4.5,English,71.8,Pass
S0335,Male,A,71.4,4.5,History,53.4,Pass
S0335,Male,A,71.4,4.5,CS,69.2,Pass
S0336,Female,A,82.8,7.0,Maths,93.1,Pass
S0336,Female,A,82.8,7.0,Science,76.3,Pass
S0336,Female,A,82.8,7.0,English,98.9,Pass
S0336,Female,A,82.8,7.0,History,75.3,Pass
S0336,Female,A,82.8,7.0,CS,88.9,Pass
S0337,Male,C,82.3,5.8,Maths,91.7,Pass
S0337,Male,C,82.3,5.8,Science,85.8,Pass
S0337,Male,C,82.3,5.8,English,67.6,Pass
S0337,Male,C,82.3,5.8,History,71.9,Pass
S0337,Male,C,82.3,5.8,CS,93.0,Pass
S0338,Female,A,93.1,4.5,Maths,73.8,Pass
S0338,Female,A,93.1,4.5,Science,91.6,Pass
S0338,Female,A,93.1,4.5,English,77.5,Pass
S0338,Female,A,93.1,4.5,History,83.3,Pass
S0338,Female,A,93.1,4.5,CS,68.0,Pass
S0339,Male,D,59.2,5.3,Maths,67.3,Pass
S0339,Male,D,59.2,5.3,Science,64.6,Pass
S0339,Male,D,59.2,5.3,English,75.6,Pass
S0339,Male,D,59.2,5.3,History,74.3,Pass
S0339,Male,D,59.2,5.3,CS,78.0,Pass
S0340,Female,D,86.9,2.7,Maths,71.6,Pass
S0340,Female,D,86.9,2.7,Science,67.2,Pass
S0340,Female,D,86.9,2.7,English,78.3,Pass
S0340,Female,D,86.9,2.7,History,66.2,Pass
S0340,Female,D,86.9,2.7,CS,87.3,Pass
S0341,Male,C,74.9,3.6,Maths,73.5,Pass
S0341,Male,C,74.9,3.6,Science,71.4,Pass
S0341,Male,C,74.9,3.6,English,79.3,Pass
S0341,Male,C,74.9,3.6,History,73.9,Pass
S0341,Male,C,74.9,3.6,CS,58.1,Pass
S0342,Female,B,48.5,5.4,Maths,59.8,Pass
S0342,Female,B,48.5,5.4,Science,81.0,Pass
S0342,Female,B,48.5,5.4,English,71.2,Pass
S0342,Female,B,48.5,5.4,History,53.6,Pass
S0342,Female,B,48.5,5.4,CS,73.9,Pass
S0343,Female,A,78.5,6.2,Maths,75.4,Pass
S0343,Female,A,78.5,6.2,Science,72.3,Pass
S0343,Female,A,78.5,6.2,English,69.6,Pass
S0343,Female,A,78.5,6.2,History,91.0,Pass
S0343,Female,A,78.5,6.2,CS,61.4,Pass
S0344,Female,C,80.0,2.8,Maths,66.3,Pass
S0344,Female,C,80.0,2.8,Science,75.9,Pass
S0344,Female,C,80.0,2.8,English,90.5,Pass
S0344,Female,C,80.0,2.8,History,80.2,Pass
S0344,Female,C,80.0,2.8,CS,66.2,Pass
S0345,Female,C,77.3,3.3,Maths,90.0,Pass
S0345,Female,C,77.3,3.3,Science,61.2,Pass
S0345,Female,C,77.3,3.3,English,77.4,Pass
S0345,Female,C,77.3,3.3,History,79.6,Pass
S0345,Female,C,77.3,3.3,CS,65.9,Pass
S0346,Female,D,38.7,7.3,Maths,78.1,Pass
S0346,Female,D,38.7,7.3,Science,66.0,Pass
S0346,Female,D,38.7,7.3,English,78.1,Pass
S0346,Female,D,38.7,7.3,History,52.8,Pass
S0346,Female,D,38.7,7.3,CS,74.5,Pass
S0347,Female,C,52.4,4.1,Maths,64.9,Pass
S0347,Female,C,52.4,4.1,Science,80.5,Pass
S0347,Female,C,52.4,4.1,English,68.6,Pass
S0347,Female,C,52.4,4.1,History,81.5,Pass
S0347,Female,C,52.4,4.1,CS,74.1,Pass
S0348,Male,A,87.2,6.7,Maths,83.4,Pass
S0348,Male,A,87.2,6.7,Science,92.5,Pass
S0348,Male,A,87.2,6.7,English,92.6,Pass
S0348,Male,A,87.2,6.7,History,89.4,Pass
S0348,Male,A,87.2,6.7,CS,61.7,Pass
S0349,Female,A,82.3,4.3,Maths,68.5,Pass
S0349,Female,A,82.3,4.3,Science,92.2,Pass
S0349,Female,A,82.3,4.3,English,65.8,Pass
S0349,Female,A,82.3,4.3,History,87.1,Pass
S0349,Female,A,82.3,4.3,CS,85.4,Pass
S0350,Male,D,93.7,4.4,Maths,74.6,Pass
S0350,Male,D,93.7,4.4,Science,61.9,Pass
S0350,Male,D,93.7,4.4,English,76.2,Pass
S0350,Male,D,93.7,4.4,History,100.0,Pass
S0350,Male,D,93.7,4.4,CS,73.2,Pass
S0351,Female,A,71.6,3.5,Maths,65.6,Pass
S0351,Female,A,71.6,3.5,Science,63.6,Pass
S0351,Female,A,71.6,3.5,English,85.7,Pass
S0351,Female,A,71.6,3.5,History,71.1,Pass
S0351,Female,A,71.6,3.5,CS,67.3,Pass
S0352,Male,D,67.2,5.4,Maths,90.1,Pass
S0352,Male,D,67.2,5.4,Science,81.8,Pass
S0352,Male,D,67.2,5.4,English,66.8,Pass
S0352,Male,D,67.2,5.4,History,63.8,Pass
S0352,Male,D,67.2,5.4,CS,87.6,Pass
S0353,Female,A,88.4,6.0,Maths,83.8,Pass
S0353,Female,A,88.4,6.0,Science,68.1,Pass
S0353,Female,A,88.4,6.0,English,65.8,Pass
S0353,Female,A,88.4,6.0,History,72.4,Pass
S0353,Female,A,88.4,6.0,CS,71.2,Pass
S0354,Female,C,75.0,2.4,Maths,51.9,Pass
S0354,Female,C,75.0,2.4,Science,61.4,Pass
S0354,Female,C,75.0,2.4,English,63.2,Pass
S0354,Female,C,75.0,2.4,History,67.8,Pass
S0354,Female,C,75.0,2.4,CS,89.3,Pass
S0355,Male,D,90.9,3.5,Maths,76.5,Pass
S0355,Male,D,90.9,3.5,Science,77.5,Pass
S0355,Male,D,90.9,3.5,English,84.3,Pass
S0355,Male,D,90.9,3.5,History,76.8,Pass
S0355,Male,D,90.9,3.5,CS,83.2,Pass
S0356,Female,B,86.0,5.4,Maths,84.3,Pass
S0356,Female,B,86.0,5.4,Science,82.8,Pass
S0356,Female,B,86.0,5.4,English,100.0,Pass
S0356,Female,B,86.0,5.4,History,90.6,Pass
S0356,Female,B,86.0,5.4,CS,70.7,Pass
S0357,Female,A,62.4,3.8,Maths,75.0,Pass
S0357,Female,A,62.4,3.8,Science,63.4,Pass
S0357,Female,A,62.4,3.8,English,75.8,Pass
S0357,Female,A,62.4,3.8,History,57.6,Pass
S0357,Female,A,62.4,3.8,CS,60.3,Pass
S0358,Female,D,63.5,3.3,Maths,74.0,Pass
S0358,Female,D,63.5,3.3,Science,80.5,Pass
S0358,Female,D,63.5,3.3,English,75.6,Pass
