Date,Month,Season,TempMax_C,TempMin_C,TempAvg_C,Rainfall_mm,Humidity_%,WindSpeed_kmh,Extreme
2022-12-17,12,Winter2,22.1,11.5,16.8,0.3,44.8,9.0,False
2022-12-18,12,Winter2,16.0,2.8,9.4,0.8,52.1,18.4,True
2022-12-19,12,Winter2,20.9,7.3,14.1,0.1,56.5,8.1,False
2022-12-20,12,Winter2,19.2,12.6,15.9,1.4,46.2,7.8,False
2022-12-21,12,Winter2,17.0,8.4,12.7,0.1,48.1,10.2,False
2022-12-22,12,Winter2,22.9,8.8,15.8,0.1,40.5,4.6,False
2022-12-23,12,Winter2,22.7,8.3,15.5,1.3,49.2,16.0,False
2022-12-24,12,Winter2,14.9,7.8,11.4,1.1,50.0,19.1,False
2022-12-25,12,Winter2,19.4,8.4,13.9,0.1,41.5,19.2,False
2022-12-26,12,Winter2,20.5,8.7,14.6,0.5,46.5,17.3,False
2022-12-27,12,Winter2,20.0,9.4,14.7,0.7,44.6,12.6,False
2022-12-28,12,Winter2,22.1,5.5,13.8,0.0,44.8,30.2,False
2022-12-29,12,Winter2,21.7,4.7,13.2,0.3,46.5,22.9,True
2022-12-30,12,Winter2,19.7,7.7,13.7,0.7,44.7,13.2,False
2022-12-31,12,Winter2,23.7,7.2,15.4,1.6,41.0,8.8,False
2023-01-01,1,Winter,21.1,9.5,15.3,0.5,45.5,14.8,False
2023-01-02,1,Winter,18.6,7.1,12.8,0.1,46.6,2.7,False
2023-01-03,1,Winter,18.2,6.8,12.5,0.0,37.9,18.6,False
2023-01-04,1,Winter,21.8,7.8,14.8,0.1,40.3,13.0,False
2023-01-05,1,Winter,17.8,6.6,12.2,0.8,31.1,6.0,False
2023-01-06,1,Winter,18.6,6.8,12.7,0.4,42.5,16.1,False
2023-01-07,1,Winter,19.0,9.6,14.3,0.4,45.4,4.1,False
2023-01-08,1,Winter,20.3,5.2,12.8,0.9,37.7,32.4,False
2023-01-09,1,Winter,19.2,8.0,13.6,0.4,39.3,6.9,False
2023-01-10,1,Winter,17.0,4.3,10.6,0.0,37.2,25.5,True
2023-01-11,1,Winter,22.0,6.9,14.4,0.3,36.1,16.9,False
2023-01-12,1,Winter,19.0,3.8,11.4,1.2,38.8,9.4,True
2023-01-13,1,Winter,23.9,5.5,14.7,0.1,33.4,24.3,False
2023-01-14,1,Winter,20.5,7.5,14.0,3.9,35.9,4.1,False
2023-01-15,1,Winter,22.5,9.4,16.0,0.9,32.2,11.9,False
2023-01-16,1,Winter,21.3,9.5,15.4,0.1,39.4,11.5,False
2023-01-17,1,Winter,22.8,7.1,15.0,0.1,37.4,19.3,False
2023-01-18,1,Winter,21.4,8.0,14.7,0.8,33.7,15.4,False
2023-01-19,1,Winter,20.8,9.5,15.2,2.0,35.8,1.9,False
2023-01-20,1,Winter,22.6,6.7,14.6,0.0,34.3,16.1,False
2023-01-21,1,Winter,25.5,8.4,17.0,0.5,40.8,14.7,False
2023-01-22,1,Winter,20.1,6.9,13.5,0.3,32.6,9.8,False
2023-01-23,1,Winter,22.3,10.6,16.4,0.2,37.8,9.7,False
2023-01-24,1,Winter,20.8,6.8,13.8,0.1,30.8,16.4,False
2023-01-25,1,Winter,21.9,7.9,14.9,0.1,38.2,14.2,False
2023-01-26,1,Winter,21.1,6.6,13.8,0.2,39.1,14.3,False
2023-01-27,1,Winter,16.8,7.1,12.0,0.9,39.1,16.5,False
2023-01-28,1,Winter,20.8,9.4,15.1,0.0,40.8,18.7,False
2023-01-29,1,Winter,23.3,9.6,16.4,1.2,34.7,9.8,False
2023-01-30,1,Winter,19.9,5.9,12.9,0.5,39.2,12.1,False
2023-01-31,1,Winter,23.4,10.1,16.8,0.0,40.9,13.5,False
2023-02-01,2,Winter,22.0,8.1,15.0,0.7,27.0,18.2,False
2023-02-02,2,Winter,21.4,10.5,16.0,0.2,29.4,4.5,False
2023-02-03,2,Winter,23.7,13.6,18.6,0.2,24.8,14.6,False
2023-02-04,2,Winter,23.4,12.5,18.0,0.5,37.4,9.2,False
2023-02-05,2,Winter,23.0,9.3,16.2,0.4,24.4,19.1,False
2023-02-06,2,Winter,24.3,8.9,16.6,1.7,22.8,8.2,False
2023-02-07,2,Winter,22.8,9.6,16.2,0.7,26.1,7.1,False
2023-02-08,2,Winter,19.2,8.2,13.7,0.3,22.7,24.3,False
2023-02-09,2,Winter,21.9,9.9,15.9,0.3,32.7,3.3,False
2023-02-10,2,Winter,19.2,12.3,15.8,0.2,25.7,14.5,False
2023-02-11,2,Winter,24.2,9.7,17.0,0.0,22.6,11.0,False
2023-02-12,2,Winter,24.8,10.7,17.8,0.9,30.7,14.1,False
2023-02-13,2,Winter,25.1,12.3,18.7,0.2,30.9,15.1,False
2023-02-14,2,Winter,24.3,10.4,17.4,0.6,21.3,12.9,False
2023-02-15,2,Winter,25.4,11.3,18.4,0.3,27.0,14.6,False
2023-02-16,2,Winter,20.5,12.8,16.6,0.7,30.1,8.6,False
2023-02-17,2,Winter,23.6,12.1,17.8,0.2,28.6,4.9,False
2023-02-18,2,Winter,21.1,9.1,15.1,1.0,28.7,7.2,False
2023-02-19,2,Winter,23.3,9.3,16.3,0.3,36.2,14.1,False
2023-02-20,2,Winter,27.4,11.8,19.6,0.0,41.0,2.9,False
2023-02-21,2,Winter,26.6,12.2,19.4,0.2,28.6,10.3,False
2023-02-22,2,Winter,25.8,15.4,20.6,0.4,23.5,12.6,False
2023-02-23,2,Winter,24.3,9.2,16.8,1.0,28.9,17.6,False
2023-02-24,2,Winter,22.8,10.8,16.8,0.3,31.0,18.3,False
2023-02-25,2,Winter,25.4,11.5,18.4,0.0,29.8,19.2,False
2023-02-26,2,Winter,27.4,17.7,22.5,0.3,33.1,8.8,False
2023-02-27,2,Winter,26.1,13.2,19.6,0.4,41.1,7.3,False
2023-02-28,2,Winter,22.3,13.7,18.0,0.3,21.4,10.4,False
2023-03-01,3,Spring,25.8,12.3,19.0,2.7,27.5,17.4,False
2023-03-02,3,Spring,22.0,14.7,18.4,0.2,37.7,21.1,False
2023-03-03,3,Spring,27.6,14.4,21.0,0.7,27.4,12.9,False
2023-03-04,3,Spring,24.7,12.9,18.8,0.6,34.0,24.5,False
2023-03-05,3,Spring,23.8,15.8,19.8,0.2,33.3,1.6,False
2023-03-06,3,Spring,28.1,15.6,21.8,0.0,36.3,21.2,False
2023-03-07,3,Spring,27.7,14.2,21.0,0.6,39.8,5.6,False
2023-03-08,3,Spring,27.2,12.1,19.6,0.7,31.9,11.7,False
2023-03-09,3,Spring,31.3,13.3,22.3,0.5,21.6,46.0,False
2023-03-10,3,Spring,28.4,13.0,20.7,0.4,26.9,2.1,False
2023-03-11,3,Spring,26.0,15.2,20.6,0.9,41.4,22.7,False
2023-03-12,3,Spring,28.5,12.5,20.5,0.2,23.5,16.2,False
2023-03-13,3,Spring,27.1,19.1,23.1,0.1,33.1,14.6,False
2023-03-14,3,Spring,30.3,11.8,21.0,0.3,20.0,7.8,False
2023-03-15,3,Spring,28.5,11.7,20.1,1.1,24.1,15.8,False
2023-03-16,3,Spring,28.9,15.2,22.0,0.5,35.4,7.4,False
2023-03-17,3,Spring,25.4,14.6,20.0,0.1,31.3,20.1,False
2023-03-18,3,Spring,28.6,16.6,22.6,0.1,29.3,5.4,False
2023-03-19,3,Spring,28.5,17.1,22.8,0.4,27.3,11.0,False
2023-03-20,3,Spring,26.8,18.0,22.4,0.3,21.5,11.2,False
2023-03-21,3,Spring,28.6,17.1,22.8,0.1,35.1,11.3,False
2023-03-22,3,Spring,30.0,16.1,23.0,0.5,30.4,2.0,False
2023-03-23,3,Spring,29.3,16.5,22.9,0.9,24.4,32.8,False
2023-03-24,3,Spring,26.7,13.5,20.1,0.1,32.3,23.7,False
2023-03-25,3,Spring,29.1,17.5,23.3,0.4,35.2,18.1,False
2023-03-26,3,Spring,28.9,20.8,24.8,0.0,31.5,7.3,False
2023-03-27,3,Spring,30.4,14.7,22.5,0.1,33.3,11.4,False
2023-03-28,3,Spring,30.4,20.6,25.5,2.8,33.1,11.0,False
2023-03-29,3,Spring,29.5,19.5,24.5,0.7,29.6,13.2,False
2023-03-30,3,Spring,29.6,18.0,23.8,0.1,33.6,6.8,False
2023-03-31,3,Spring,30.8,17.9,24.4,0.8,37.2,10.0,False
2023-04-01,4,Spring,32.8,21.8,27.3,0.6,38.9,4.5,False
2023-04-02,4,Spring,31.6,20.5,26.0,0.4,37.9,29.7,False
2023-04-03,4,Spring,34.1,22.2,28.2,0.3,30.8,6.9,False
2023-04-04,4,Spring,33.7,18.1,25.9,0.3,37.6,9.2,False
2023-04-05,4,Spring,34.5,17.2,25.8,0.0,37.0,10.9,False
2023-04-06,4,Spring,34.5,22.2,28.4,0.9,31.4,6.9,False
2023-04-07,4,Spring,35.0,17.9,26.4,0.5,32.9,22.8,False
2023-04-08,4,Spring,29.7,18.2,24.0,0.2,38.9,26.1,False
2023-04-09,4,Spring,33.5,21.5,27.5,0.0,42.6,23.4,False
2023-04-10,4,Spring,34.8,24.3,29.6,0.0,27.0,17.7,False
2023-04-11,4,Spring,35.3,22.7,29.0,0.0,44.5,17.4,False
2023-04-12,4,Spring,31.2,21.9,26.6,0.3,42.4,13.9,False
2023-04-13,4,Spring,34.2,17.8,26.0,0.7,37.9,2.0,False
2023-04-14,4,Spring,33.2,21.3,27.2,0.2,36.0,12.7,False
2023-04-15,4,Spring,36.9,23.2,30.0,0.6,39.5,6.7,False
2023-04-16,4,Spring,30.6,21.0,25.8,0.0,34.6,1.4,False
2023-04-17,4,Spring,31.9,24.1,28.0,0.2,37.3,10.4,False
2023-04-18,4,Spring,30.0,20.6,25.3,1.4,31.1,1.4,False
2023-04-19,4,Spring,34.1,23.7,28.9,0.3,30.1,8.3,False
2023-04-20,4,Spring,38.5,23.6,31.0,0.3,50.8,1.4,False
2023-04-21,4,Spring,34.0,21.3,27.6,1.1,39.8,16.4,False
2023-04-22,4,Spring,34.4,18.7,26.6,0.1,40.8,7.4,False
2023-04-23,4,Spring,35.5,18.0,26.8,0.0,40.0,24.6,False
2023-04-24,4,Spring,34.3,24.6,29.4,0.5,36.3,7.3,False
2023-04-25,4,Spring,35.4,23.9,29.6,0.6,39.3,24.7,False
2023-04-26,4,Spring,35.6,21.8,28.7,0.4,41.6,15.1,False
2023-04-27,4,Spring,33.3,20.6,27.0,0.2,40.6,12.0,False
2023-04-28,4,Spring,34.9,27.4,31.2,0.4,38.2,11.0,False
2023-04-29,4,Spring,36.7,23.0,29.8,0.5,44.7,8.5,False
2023-04-30,4,Spring,37.2,24.3,30.8,0.3,43.6,16.5,False
2023-05-01,5,Spring,38.1,27.3,32.7,0.0,45.0,9.8,False
2023-05-02,5,Spring,36.3,26.3,31.3,1.0,46.9,8.8,False
2023-05-03,5,Spring,36.5,24.9,30.7,1.3,42.9,4.1,False
2023-05-04,5,Spring,37.4,23.8,30.6,1.2,43.3,12.5,False
2023-05-05,5,Spring,34.8,22.0,28.4,0.4,52.0,12.4,False
2023-05-06,5,Spring,34.8,23.4,29.1,0.1,40.2,18.6,False
2023-05-07,5,Spring,36.0,22.3,29.2,0.4,36.0,14.9,False
2023-05-08,5,Spring,33.8,24.3,29.0,0.1,48.5,23.0,False
2023-05-09,5,Spring,37.3,25.9,31.6,0.6,43.0,12.8,False
2023-05-10,5,Spring,38.7,25.0,31.8,0.1,41.2,23.0,False
2023-05-11,5,Spring,35.3,23.3,29.3,0.7,51.4,9.1,False
2023-05-12,5,Spring,37.7,22.7,30.2,0.2,46.7,7.0,False
2023-05-13,5,Spring,35.7,25.2,30.4,0.1,41.5,9.4,False
2023-05-14,5,Spring,35.0,26.9,31.0,0.3,57.9,17.9,False
2023-05-15,5,Spring,41.2,24.4,32.8,0.4,40.6,20.2,False
2023-05-16,5,Spring,35.2,24.3,29.8,1.1,48.6,16.5,False
2023-05-17,5,Spring,34.8,22.8,28.8,0.1,40.0,14.9,False
2023-05-18,5,Spring,37.8,26.8,32.3,1.1,51.2,29.4,False
2023-05-19,5,Spring,38.0,26.8,32.4,0.6,47.1,28.9,False
2023-05-20,5,Spring,38.9,24.1,31.5,0.5,54.8,4.0,False
2023-05-21,5,Spring,41.7,26.5,34.1,0.8,51.1,13.2,False
2023-05-22,5,Spring,36.2,26.7,31.4,0.1,58.3,9.2,False
2023-05-23,5,Spring,36.7,23.3,30.0,0.2,49.8,19.3,False
2023-05-24,5,Spring,41.1,28.7,34.9,0.0,44.4,25.4,False
2023-05-25,5,Spring,39.9,21.9,30.9,0.7,54.0,18.9,False
2023-05-26,5,Spring,39.7,27.3,33.5,0.1,52.0,17.1,False
2023-05-27,5,Spring,37.0,24.4,30.7,0.9,44.6,18.8,False
2023-05-28,5,Spring,40.5,26.4,33.4,0.4,48.9,1.6,False
2023-05-29,5,Spring,39.9,25.7,32.8,0.7,50.9,34.7,False
2023-05-30,5,Spring,38.7,26.9,32.8,0.3,62.8,13.9,False
2023-05-31,5,Spring,37.2,24.7,31.0,0.5,59.0,13.5,False
2023-06-01,6,Summer,38.7,27.2,33.0,0.0,54.1,10.0,False
2023-06-02,6,Summer,41.8,27.7,34.8,0.4,58.6,16.9,False
2023-06-03,6,Summer,36.4,22.9,29.6,8.4,46.5,13.5,False
2023-06-04,6,Summer,37.0,26.6,31.8,7.2,54.3,13.6,False
2023-06-05,6,Summer,37.4,28.0,32.7,5.5,59.6,7.1,False
2023-06-06,6,Summer,37.9,29.7,33.8,18.0,58.8,12.3,False
2023-06-07,6,Summer,38.7,23.0,30.8,1.3,55.7,5.0,False
2023-06-08,6,Summer,40.7,27.9,34.3,9.0,58.7,11.7,False
2023-06-09,6,Summer,39.7,22.7,31.2,4.7,61.0,7.9,False
2023-06-10,6,Summer,39.0,26.0,32.5,10.5,59.7,23.3,False
2023-06-11,6,Summer,39.4,26.6,33.0,5.8,64.4,17.7,False
2023-06-12,6,Summer,40.1,26.6,33.4,9.8,62.1,7.5,False
2023-06-13,6,Summer,35.6,22.5,29.0,4.2,63.5,8.0,False
2023-06-14,6,Summer,41.1,31.3,36.2,5.8,70.0,5.8,False
2023-06-15,6,Summer,37.3,26.5,31.9,9.2,65.9,18.8,False
2023-06-16,6,Summer,38.1,27.5,32.8,2.1,70.9,21.3,False
2023-06-17,6,Summer,39.7,27.4,33.6,5.3,59.3,9.1,False
2023-06-18,6,Summer,38.8,26.7,32.8,14.4,55.1,16.3,False
2023-06-19,6,Summer,40.0,27.5,33.8,6.2,62.7,5.6,False
2023-06-20,6,Summer,39.3,26.6,33.0,0.6,62.7,5.9,False
2023-06-21,6,Summer,38.4,27.0,32.7,2.6,71.5,8.3,False
2023-06-22,6,Summer,42.1,29.6,35.8,18.9,59.0,7.1,False
2023-06-23,6,Summer,40.4,26.2,33.3,2.7,64.6,19.6,False
2023-06-24,6,Summer,39.6,25.5,32.6,6.6,67.5,3.5,False
2023-06-25,6,Summer,40.4,28.1,34.2,9.5,66.3,21.0,False
2023-06-26,6,Summer,37.5,23.2,30.4,9.0,65.3,7.8,False
2023-06-27,6,Summer,43.3,24.3,33.8,10.4,68.4,9.5,False
2023-06-28,6,Summer,36.7,25.2,31.0,7.8,72.4,6.4,False
2023-06-29,6,Summer,39.1,25.2,32.2,4.8,75.0,4.0,False
2023-06-30,6,Summer,38.3,26.8,32.6,0.2,67.9,21.1,False
2023-07-01,7,Summer,38.2,24.5,31.4,5.8,64.0,9.9,False
2023-07-02,7,Summer,37.9,23.7,30.8,4.5,76.1,11.8,False
2023-07-03,7,Summer,37.2,25.1,31.2,4.0,63.4,9.3,False
2023-07-04,7,Summer,41.1,27.9,34.5,8.1,78.1,9.6,False
2023-07-05,7,Summer,36.3,26.8,31.6,2.0,76.2,9.0,False
2023-07-06,7,Summer,40.6,25.5,33.0,1.4,77.3,12.7,False
2023-07-07,7,Summer,39.9,24.9,32.4,4.8,73.6,11.0,False
2023-07-08,7,Summer,37.8,26.7,32.2,2.9,60.0,9.9,False
2023-07-09,7,Summer,39.5,27.6,33.6,6.2,65.7,4.5,False
2023-07-10,7,Summer,38.1,23.3,30.7,5.9,72.8,8.1,False
2023-07-11,7,Summer,36.2,28.5,32.4,6.3,68.2,21.7,False
2023-07-12,7,Summer,36.1,28.2,32.2,4.8,70.3,16.9,False
2023-07-13,7,Summer,39.6,28.9,34.2,1.3,75.2,6.0,False
2023-07-14,7,Summer,39.4,28.1,33.8,11.8,71.6,12.4,False
2023-07-15,7,Summer,38.6,23.6,31.1,0.4,66.7,22.8,False
2023-07-16,7,Summer,37.3,23.5,30.4,15.2,77.5,14.3,False
2023-07-17,7,Summer,37.6,26.1,31.8,13.0,76.0,21.3,False
2023-07-18,7,Summer,37.2,24.9,31.0,11.8,72.4,21.4,False
2023-07-19,7,Summer,34.3,25.8,30.0,10.2,77.5,5.3,False
2023-07-20,7,Summer,37.8,28.1,33.0,16.6,74.7,16.3,False
2023-07-21,7,Summer,38.7,21.2,30.0,18.5,81.2,11.4,False
2023-07-22,7,Summer,37.7,22.8,30.2,4.1,75.5,8.0,False
2023-07-23,7,Summer,41.0,24.7,32.8,28.9,81.7,8.5,False
2023-07-24,7,Summer,35.4,27.1,31.2,4.6,65.9,16.0,False
2023-07-25,7,Summer,35.9,25.7,30.8,1.6,77.8,38.7,False
2023-07-26,7,Summer,37.4,26.6,32.0,20.1,73.8,10.2,False
2023-07-27,7,Summer,37.6,24.9,31.2,1.8,71.7,18.1,False
2023-07-28,7,Summer,33.2,24.3,28.8,0.8,82.0,13.6,False
2023-07-29,7,Summer,38.1,25.5,31.8,21.7,80.9,10.2,False
2023-07-30,7,Summer,37.2,27.7,32.4,0.4,66.7,6.3,False
2023-07-31,7,Summer,32.4,20.4,26.4,12.3,80.5,31.1,False
2023-08-01,8,Summer,36.3,24.1,30.2,37.4,80.1,11.3,False
2023-08-02,8,Summer,34.8,23.5,29.2,9.3,73.7,3.8,False
2023-08-03,8,Summer,35.4,25.1,30.2,10.1,73.3,10.4,False
2023-08-04,8,Summer,33.5,27.3,30.4,7.3,69.7,25.7,False
2023-08-05,8,Summer,36.9,24.2,30.6,4.0,76.2,13.0,False
2023-08-06,8,Summer,39.5,24.6,32.0,2.2,77.1,0.5,False
2023-08-07,8,Summer,36.3,22.4,29.4,34.4,82.2,3.1,False
2023-08-08,8,Summer,31.4,21.9,26.6,16.2,79.7,9.8,False
2023-08-09,8,Summer,36.1,22.0,29.0,6.9,73.2,16.9,False
2023-08-10,8,Summer,35.0,21.4,28.2,0.8,79.8,10.2,False
2023-08-11,8,Summer,33.1,19.7,26.4,0.4,77.5,22.0,False
2023-08-12,8,Summer,35.9,22.4,29.2,2.6,74.2,8.2,False
2023-08-13,8,Summer,36.8,20.8,28.8,1.9,71.1,18.9,False
2023-08-14,8,Summer,33.5,21.9,27.7,31.3,82.3,15.4,False
2023-08-15,8,Summer,31.5,26.5,29.0,10.9,81.5,11.1,False
2023-08-16,8,Summer,30.6,22.9,26.8,0.9,82.1,14.3,False
2023-08-17,8,Summer,33.1,24.2,28.6,19.5,75.8,20.3,False
2023-08-18,8,Summer,34.0,21.8,27.9,8.1,80.4,9.4,False
2023-08-19,8,Summer,33.1,23.7,28.4,4.1,72.7,16.4,False
2023-08-20,8,Summer,32.6,20.8,26.7,2.1,74.8,9.9,False
2023-08-21,8,Summer,35.0,19.9,27.4,14.3,79.9,16.8,False
2023-08-22,8,Summer,34.6,19.3,27.0,8.6,81.1,8.3,False
2023-08-23,8,Summer,34.0,18.3,26.2,1.5,71.7,15.7,False
2023-08-24,8,Summer,35.0,24.8,29.9,14.5,74.6,13.2,False
2023-08-25,8,Summer,31.9,23.6,27.8,31.1,78.1,8.9,False
2023-08-26,8,Summer,30.9,15.2,23.0,1.6,84.8,27.3,False
2023-08-27,8,Summer,31.9,18.9,25.4,4.8,75.9,15.5,False
2023-08-28,8,Summer,31.6,20.3,26.0,1.6,80.7,20.7,False
2023-08-29,8,Summer,28.5,20.6,24.6,18.3,81.2,33.1,False
2023-08-30,8,Summer,31.4,20.6,26.0,1.5,78.7,22.8,False
2023-08-31,8,Summer,34.5,24.2,29.4,1.6,81.3,24.0,False
2023-09-01,9,Monsoon,33.7,21.7,27.7,18.6,73.2,12.1,False
2023-09-02,9,Monsoon,33.0,20.2,26.6,3.8,76.7,8.5,False
2023-09-03,9,Monsoon,32.1,21.2,26.6,21.1,87.1,12.4,False
2023-09-04,9,Monsoon,34.5,20.8,27.6,0.5,87.4,8.1,False
2023-09-05,9,Monsoon,29.3,14.4,21.8,10.8,84.0,17.0,False
2023-09-06,9,Monsoon,29.4,19.8,24.6,9.8,85.3,18.2,False
2023-09-07,9,Monsoon,33.4,18.6,26.0,2.2,70.6,11.7,False
2023-09-08,9,Monsoon,31.0,18.5,24.8,0.5,74.9,14.7,False
2023-09-09,9,Monsoon,29.5,17.6,23.6,0.1,78.0,6.4,False
2023-09-10,9,Monsoon,31.7,19.6,25.6,14.4,91.6,13.2,False
2023-09-11,9,Monsoon,29.6,16.0,22.8,20.4,77.8,4.1,False
2023-09-12,9,Monsoon,28.6,17.4,23.0,6.6,83.0,16.3,False
2023-09-13,9,Monsoon,28.4,20.7,24.5,3.5,81.1,5.9,False
2023-09-14,9,Monsoon,30.6,18.2,24.4,0.6,80.9,20.7,False
2023-09-15,9,Monsoon,30.2,18.1,24.2,5.4,78.9,16.8,False
2023-09-16,9,Monsoon,32.6,18.0,25.3,23.8,72.8,6.1,False
2023-09-17,9,Monsoon,28.9,16.4,22.6,15.7,65.2,11.0,False
2023-09-18,9,Monsoon,28.6,16.0,22.3,6.3,85.0,7.7,False
2023-09-19,9,Monsoon,32.0,16.1,24.0,0.8,75.3,0.6,False
2023-09-20,9,Monsoon,30.9,16.2,23.5,7.4,68.9,23.9,False
2023-09-21,9,Monsoon,29.0,16.6,22.8,0.8,80.3,2.3,False
2023-09-22,9,Monsoon,25.4,20.9,23.2,17.2,80.0,10.0,False
2023-09-23,9,Monsoon,26.8,14.8,20.8,14.2,81.6,13.4,False
2023-09-24,9,Monsoon,26.1,15.2,20.6,14.0,83.2,12.8,False
2023-09-25,9,Monsoon,28.1,18.0,23.0,0.1,72.8,9.4,False
2023-09-26,9,Monsoon,26.9,15.3,21.1,1.7,72.8,16.2,False
2023-09-27,9,Monsoon,30.9,14.4,22.6,14.2,75.4,23.2,False
2023-09-28,9,Monsoon,24.4,13.2,18.8,6.1,80.9,7.2,False
2023-09-29,9,Monsoon,25.0,14.4,19.7,7.8,66.1,6.5,False
2023-09-30,9,Monsoon,27.7,14.6,21.2,3.2,77.0,3.3,False
2023-10-01,10,Monsoon,28.1,13.1,20.6,0.7,80.8,5.7,False
2023-10-02,10,Monsoon,21.7,15.5,18.6,0.4,80.4,7.4,False
2023-10-03,10,Monsoon,23.2,13.9,18.6,0.5,79.2,3.3,False
2023-10-04,10,Monsoon,26.0,15.8,20.9,0.3,80.7,15.4,False
2023-10-05,10,Monsoon,29.1,12.1,20.6,0.2,61.4,15.0,False
2023-10-06,10,Monsoon,30.0,17.4,23.7,0.0,83.0,7.2,False
2023-10-07,10,Monsoon,25.2,12.4,18.8,0.0,76.3,14.4,False
2023-10-08,10,Monsoon,25.5,13.8,19.6,0.1,81.0,11.2,False
2023-10-09,10,Monsoon,24.0,11.8,17.9,0.0,68.2,16.6,False
2023-10-10,10,Monsoon,26.8,15.1,21.0,0.8,65.0,5.8,False
2023-10-11,10,Monsoon,28.4,13.2,20.8,0.6,82.5,21.5,False
2023-10-12,10,Monsoon,27.7,13.1,20.4,0.2,68.6,12.6,False
2023-10-13,10,Monsoon,25.0,12.2,18.6,0.4,71.4,11.1,False
2023-10-14,10,Monsoon,23.2,15.0,19.1,0.4,75.3,13.9,False
2023-10-15,10,Monsoon,24.8,11.5,18.2,1.1,76.2,22.2,False
2023-10-16,10,Monsoon,27.4,16.3,21.8,0.1,77.4,12.1,False
2023-10-17,10,Monsoon,23.6,13.8,18.7,1.5,72.8,8.3,False
2023-10-18,10,Monsoon,20.7,15.4,18.0,0.0,66.1,19.8,False
2023-10-19,10,Monsoon,23.4,10.5,17.0,0.7,74.6,10.7,False
2023-10-20,10,Monsoon,23.4,11.2,17.3,0.1,74.3,11.6,False
2023-10-21,10,Monsoon,20.2,10.9,15.6,0.7,61.3,20.5,False
2023-10-22,10,Monsoon,24.2,8.7,16.4,0.1,77.1,17.8,False
2023-10-23,10,Monsoon,24.6,12.2,18.4,0.2,57.3,8.6,False
2023-10-24,10,Monsoon,27.1,10.2,18.6,1.2,74.5,9.7,False
2023-10-25,10,Monsoon,20.6,11.1,15.8,0.7,65.8,21.8,False
2023-10-26,10,Monsoon,24.6,11.3,18.0,0.5,72.2,5.6,False
2023-10-27,10,Monsoon,24.9,8.4,16.6,0.6,70.8,11.4,False
2023-10-28,10,Monsoon,23.9,6.7,15.3,0.3,67.7,15.4,False
2023-10-29,10,Monsoon,20.7,11.6,16.2,0.1,69.8,12.3,False
2023-10-30,10,Monsoon,20.4,8.9,14.6,1.4,66.7,11.8,False
2023-10-31,10,Monsoon,22.6,9.8,16.2,1.2,70.3,21.4,False
2023-11-01,11,Monsoon,22.5,9.7,16.1,0.9,77.3,12.0,False
2023-11-02,11,Monsoon,21.1,9.7,15.4,0.3,59.3,16.4,False
2023-11-03,11,Monsoon,24.7,10.7,17.7,0.6,49.7,21.7,False
2023-11-04,11,Monsoon,21.1,17.1,19.1,0.1,63.2,4.3,False
2023-11-05,11,Monsoon,18.0,6.8,12.4,0.2,62.4,21.6,False
2023-11-06,11,Monsoon,21.3,11.1,16.2,0.2,62.6,1.7,False
2023-11-07,11,Monsoon,22.5,10.1,16.3,0.5,59.4,17.8,False
2023-11-08,11,Monsoon,22.2,9.9,16.0,0.0,68.0,15.7,False
2023-11-09,11,Monsoon,22.0,10.9,16.4,0.2,56.3,5.5,False
2023-11-10,11,Monsoon,24.2,8.8,16.5,0.2,65.1,16.2,False
2023-11-11,11,Monsoon,18.9,9.2,14.0,0.1,65.6,17.0,False
2023-11-12,11,Monsoon,20.2,10.5,15.4,0.5,63.6,14.0,False
2023-11-13,11,Monsoon,24.0,8.6,16.3,0.2,64.0,20.6,False
2023-11-14,11,Monsoon,16.9,8.9,12.9,0.9,65.9,10.5,False
2023-11-15,11,Monsoon,20.6,6.9,13.8,0.1,61.0,0.7,False
2023-11-16,11,Monsoon,23.1,11.3,17.2,0.0,58.6,5.7,False
2023-11-17,11,Monsoon,23.0,10.2,16.6,0.2,62.3,14.9,False
2023-11-18,11,Monsoon,21.8,7.0,14.4,0.1,62.5,27.5,False
2023-11-19,11,Monsoon,21.7,9.6,15.6,0.1,63.5,28.4,False
2023-11-20,11,Monsoon,18.2,10.1,14.2,1.3,50.1,22.6,False
2023-11-21,11,Monsoon,22.9,9.4,16.2,0.1,57.3,8.2,False
2023-11-22,11,Monsoon,17.7,8.3,13.0,0.0,52.5,13.1,False
2023-11-23,11,Monsoon,17.8,8.2,13.0,0.2,60.2,8.5,False
2023-11-24,11,Monsoon,20.7,8.4,14.6,0.1,60.6,9.9,False
2023-11-25,11,Monsoon,18.9,10.0,14.4,1.2,55.1,10.9,False
2023-11-26,11,Monsoon,20.2,6.3,13.2,1.2,52.4,21.7,False
2023-11-27,11,Monsoon,20.6,5.1,12.8,1.2,58.6,20.2,False
2023-11-28,11,Monsoon,23.2,11.5,17.4,0.9,54.5,23.6,False
2023-11-29,11,Monsoon,20.5,10.7,15.6,0.2,61.9,5.2,False
2023-11-30,11,Monsoon,18.3,5.6,12.0,0.2,63.2,10.9,False
2023-12-01,12,Winter2,20.9,4.4,12.6,0.5,58.9,9.4,True
2023-12-02,12,Winter2,17.8,11.7,14.8,0.1,54.7,7.9,False
2023-12-03,12,Winter2,21.2,5.8,13.5,0.2,62.2,5.7,False
